scrubbed_genus,scrubbed_species_binomial,latitude,longitude,extant_of_fossil,date_collected,datasource,dataset,dataowner,custodial_institution_codes,collection_code,datasource_id,is_new_world,on map coded,gbifID(OnlyRecordedForC.pechuelii)
Ampelorhiza,Ampelorhiza,9.05,-79.65,fossil-root,This study,E Miocene,Panama,Cucaracha,,,This study,1,NA,
Serjania,Serjania sp.,18.09,-94.55,fossil-pollen,L Micoene,Mexico Paraje Solo,Graham 1976 1987 1991,,,,Graham 1976 1987 1991,1,1,
Serjania,Serjania sp.,17.34,-93.56,fossil-pollen,Miocene,Mexico Pichucalco,Palacios Chavez & Rzedowski 1993,,,,Palacios Chavez & Rzedowski 1993,1,2,
Paullinia,Paullinia sp.,17.34,-93.56,fossil-pollen,Miocene,Mexico Pichucalco ,Palacios Chavez & Rzedowski 1993,,,,Palacios Chavez & Rzedowski 1993,1,2,
Serjania,Serjania sp.,9.13,-79.95,fossil-pollen,L Micoene,Panama Gatun,Graham 1991 Hendy 2013,,,,Graham 1991 Hendy 2013,1,3,
Paullinia,Paullinia sp.,9.13,-79.95,fossil-pollen,L Micoene,Panama Gatun,Graham 1991 Hendy 2013,,,,Graham 1991 Hendy 2013,1,3,
Serjania,Serjania sp.,9.13,-79.54,fossil-pollen,L Eocene,Panama Gatuncillo,Graham 1985 1987,,,,Graham 1985 1987,1,4,
Paullinia,Paullinia sp.,9.13,-79.54,fossil-pollen,L Eocene,Panama Gatuncillo,Graham 1985 1987,,,,Graham 1985 1987,1,4,
Cardiospermum,Cardiospermum sp.,9.13,-79.54,fossil-pollen,L Eocene,Panama Gatuncillo,Graham 1985,,,,Graham 1985,1,4,
Lophostigma,Lophostigma schunkei,-1.0667,-77.6,extant,8/24/88,GBIF,US,US,US,Botany,3271,1,NA,
Lophostigma,Lophostigma schunkei,-1.0666667,-77.6,extant,8/10/89,MO,"MO, QAME","MO, QAME","MO, QAME",NA,280,1,NA,
Lophostigma,Lophostigma schunkei,-1.0667,-77.6,extant,8/10/89,GBIF,US,US,US,Botany,3271,1,NA,
Lophostigma,Lophostigma schunkei,-9.1839,-74.14,extant,1/3/81,GBIF,F,F,F,Botany,3567,1,NA,
Lophostigma,Lophostigma schunkei,-9.1839,-74.14,extant,1/3/81,GBIF,F,F,F,Botany,3567,1,NA,
Lophostigma,Lophostigma schunkei,-13.6667,-68.2,extant,8/9/95,GBIF,US,US,US,Botany,3271,1,NA,
Lophostigma,Lophostigma schunkei,-13.6667,-68.2,extant,NA,SALVIAS,DeWalt Bolivia forest plots,Saara J. DeWalt,NA,NA,4,1,NA,
Lophostigma,Lophostigma schunkei,-13.66666,-68.2,extant,9/8/95,MO,"LPB, MO, US","LPB, MO, US","LPB, MO, US",NA,280,1,NA,
Lophostigma,Lophostigma plumosum,-14.83333,-67.08333,extant,6/20/89,MO,MO,MO,MO,NA,280,1,NA,
Lophostigma,Lophostigma plumosum,-18.99,-65.42,extant,3/29/05,GBIF,K,K,K,Herbarium,3716,1,NA,
Lophostigma,Lophostigma plumosum,-18.99,-65.42,extant,3/29/05,GBIF,K,K,K,Herbarium,3716,1,NA,
Lophostigma,Lophostigma plumosum,-18.13,-65.25,extant,7/24/94,GBIF,US,US,US,Botany,3271,1,NA,
Lophostigma,Lophostigma plumosum,-18.13,-65.25,extant,7/24/94,GBIF,US,US,US,Botany,3271,1,NA,
Lophostigma,Lophostigma plumosum,-18.1333333,-65.25,extant,7/24/94,MO,"MO, US","MO, US","MO, US",NA,280,1,NA,
Lophostigma,Lophostigma plumosum,-18.13333,-65.25,extant,7/24/94,MO,"AAU, ASU, BAB, BOLV, CTES, GH, K, LIL, MBM, MICH, MO, U","AAU, ASU, BAB, BOLV, CTES, GH, K, LIL, MBM, MICH, MO, U","AAU, ASU, BAB, BOLV, CTES, GH, K, LIL, MBM, MICH, MO, U",NA,280,1,NA,
Lophostigma,Lophostigma plumosum,-18.13333,-65.25,extant,7/24/94,MO,MO,MO,MO,NA,280,1,NA,
Lophostigma,Lophostigma plumosum,-18.11,-65.23,extant,12/4/06,GBIF,MA,MA,MA,MA,3753,1,NA,
Lophostigma,Lophostigma plumosum,-18.0654,-65.1447,extant,4/12/06,GBIF,UNICAMP,UNICAMP,UNICAMP,UEC,2136,1,NA,
Lophostigma,Lophostigma plumosum,-16.7261,-64.435,extant,NA,GBIF,F,F,F,Botany,3567,1,NA,
Lophostigma,Lophostigma plumosum,-16.7261,-64.435,extant,NA,GBIF,F,F,F,Botany,3567,1,NA,
Paullinia,Paullinia fuscescens,27.091667,-108.708333,extant,10/21/92,GBIF,CNS-UT,CNS-UT,CNS-UT,TEX,3043,1,NA,
Paullinia,Paullinia fuscescens,26.0666667,-108.15,extant,3/18/76,MO,"MEXU, MO","MEXU, MO","MEXU, MO",NA,280,1,NA,
Paullinia,Paullinia fuscescens,26.0666667,-108.15,extant,3/18/76,MO,"MEXU, MO","MEXU, MO","MEXU, MO",NA,280,1,NA,
Paullinia,Paullinia fuscescens,25.94,-108.094722,extant,3/18/76,GBIF,ENCB-IPN,ENCB-IPN,ENCB-IPN,ENCB,2187,1,NA,
Paullinia,Paullinia tomentosa,24.779167,-107.718056,extant,2/25/84,GBIF,FA-UAS,FA-UAS,FA-UAS,UAS,2663,1,NA,
Paullinia,Paullinia tomentosa,24.775,-107.608333,extant,2/25/69,GBIF,NMSU,NMSU,NMSU,NMC,3486,1,NA,
Paullinia,Paullinia fuscescens,24.996667,-107.57,extant,11/10/84,GBIF,FA-UAS,FA-UAS,FA-UAS,UAS,2663,1,NA,
Paullinia,Paullinia fuscescens,24.991667,-107.530556,extant,1/20/94,GBIF,FA-UAS,FA-UAS,FA-UAS,UAS,2663,1,NA,
Paullinia,Paullinia fuscescens,24.995833,-107.520833,extant,1/20/94,GBIF,UACh,UACh,UACh,CHAP,1539,1,NA,
Paullinia,Paullinia fuscescens,24.341667,-107.441667,extant,4/18/94,GBIF,UACh,UACh,UACh,CHAP,1539,1,NA,
Paullinia,Paullinia tomentosa,24.625,-107.441667,extant,11/15/80,GBIF,FA-UAS,FA-UAS,FA-UAS,UAS,2663,1,NA,
Paullinia,Paullinia fuscescens,24.333333,-107.433333,extant,4/18/94,GBIF,FA-UAS,FA-UAS,FA-UAS,UAS,2663,1,NA,
Paullinia,Paullinia fuscescens,25.539722,-107.360278,extant,1/22/99,GBIF,FA-UAS,FA-UAS,FA-UAS,UAS,2663,1,NA,
Paullinia,Paullinia fuscescens,24.875,-107.233333,extant,4/4/95,GBIF,UACh,UACh,UACh,CHAP,1539,1,NA,
Paullinia,Paullinia fuscescens,24.875,-107.233333,extant,10/23/95,GBIF,ENCB-IPN,ENCB-IPN,ENCB-IPN,ENCB,2187,1,NA,
Paullinia,Paullinia tomentosa,24.8666667,-107.2166667,extant,11/19/39,MO,MO,MO,MO,NA,280,1,NA,
Paullinia,Paullinia fuscescens,24.1925,-106.8875,extant,3/4/88,GBIF,FA-UAS,FA-UAS,FA-UAS,UAS,2663,1,NA,
Paullinia,Paullinia fuscescens,23.82,-106.487778,extant,1/30/99,GBIF,FA-UAS,FA-UAS,FA-UAS,UAS,2663,1,NA,
Paullinia,Paullinia fuscescens,23.308333,-106.455556,extant,2/13/92,GBIF,FA-UAS,FA-UAS,FA-UAS,UAS,2663,1,NA,
Paullinia,Paullinia fuscescens,24.108333,-106.441667,extant,3/12/85,GBIF,INECOL,INECOL,INECOL,XAL,1929,1,NA,
Paullinia,Paullinia fuscescens,23.2333333,-106.4333333,extant,11/1/34,MO,MO,MO,MO,NA,280,1,NA,
Paullinia,Paullinia fuscescens,23.949722,-106.4325,extant,11/5/98,GBIF,FA-UAS,FA-UAS,FA-UAS,UAS,2663,1,NA,
Paullinia,Paullinia fuscescens,23.23611111,-106.4,extant,4/6/10,NY,NY,NY,NY,Herbarium,104,1,NA,
Paullinia,Paullinia fuscescens,24.166667,-106.379167,extant,3/5/81,GBIF,FA-UAS,FA-UAS,FA-UAS,UAS,2663,1,NA,
Paullinia,Paullinia fuscescens,23.1833333,-106.2333333,extant,4/2/10,MO,MO,MO,MO,NA,280,1,NA,
Paullinia,Paullinia fuscescens,23.538333,-106.226667,extant,4/10/94,GBIF,INECOL,INECOL,INECOL,IEB,1929,1,NA,
Paullinia,Paullinia tomentosa,23.383333,-106.140278,extant,3/8/86,GBIF,FA-UAS,FA-UAS,FA-UAS,UAS,2663,1,NA,
Paullinia,Paullinia fuscescens,23.252222,-106.128611,extant,12/16/92,GBIF,INECOL,INECOL,INECOL,XAL,1929,1,NA,
Paullinia,Paullinia fuscescens,23.241667,-106.091667,extant,12/16/92,GBIF,UACh,UACh,UACh,CHAP,1539,1,NA,
Paullinia,Paullinia fuscescens,23.287778,-106.066389,extant,9/19/94,GBIF,INECOL,INECOL,INECOL,IEB,1929,1,NA,
Paullinia,Paullinia cururu,23.287778,-106.066389,extant,4/19/94,GBIF,INECOL,INECOL,INECOL,IEB,1929,1,NA,
Paullinia,Paullinia fuscescens,23.246667,-106.051667,extant,12/16/92,GBIF,INECOL,INECOL,INECOL,IEB,1929,1,NA,
Paullinia,Paullinia fuscescens,22.706944,-105.866944,extant,2/18/85,GBIF,FA-UAS,FA-UAS,FA-UAS,UAS,2663,1,NA,
Paullinia,Paullinia costata,22.706944,-105.866944,extant,7/31/88,GBIF,FA-UAS,FA-UAS,FA-UAS,UAS,2663,1,NA,
Paullinia,Paullinia fuscescens,23.449022,-105.842411,extant,12/9/82,GBIF,CNS-UT,CNS-UT,CNS-UT,TEX,3043,1,NA,
Paullinia,Paullinia fuscescens,22.8425,-105.788333,extant,NA,GBIF,ENCB-IPN,ENCB-IPN,ENCB-IPN,ENCB,2187,1,NA,
Paullinia,Paullinia costata,22.8425,-105.788333,extant,7/31/88,GBIF,ENCB-IPN,ENCB-IPN,ENCB-IPN,ENCB,2187,1,NA,
Paullinia,Paullinia cururu,22.875,-105.75,extant,8/29/90,GBIF,FA-UAS,FA-UAS,FA-UAS,UAS,2663,1,NA,
Paullinia,Paullinia fuscescens,22.583333,-105.725,extant,5/25/85,GBIF,FA-UAS,FA-UAS,FA-UAS,UAS,2663,1,NA,
Paullinia,Paullinia tomentosa,22.58194,-105.72417,extant,5/25/85,GBIF,CIB,CIB,CIB,HCIB,3624,1,NA,
Paullinia,Paullinia tomentosa,22.581944,-105.724167,extant,5/25/85,GBIF,ENCB-IPN,ENCB-IPN,ENCB-IPN,ENCB,2187,1,NA,
Paullinia,Paullinia fuscescens,23.034167,-105.696944,extant,1/9/99,GBIF,FA-UAS,FA-UAS,FA-UAS,UAS,2663,1,NA,
Paullinia,Paullinia costata,22.8,-105.655,extant,6/6/98,GBIF,FA-UAS,FA-UAS,FA-UAS,UAS,2663,1,NA,
Paullinia,Paullinia sessiliflora,20.25,-105.57,extant,NA,GBIF,SALA,SALA,SALA,SALA,3594,1,NA,
Paullinia,Paullinia clavigera,20.389444,-105.450278,extant,3/3/93,GBIF,INECOL,INECOL,INECOL,XAL,1929,1,NA,
Paullinia,Paullinia clavigera,20.380556,-105.402778,extant,3/1/93,GBIF,INECOL,INECOL,INECOL,XAL,1929,1,NA,
Paullinia,Paullinia fuscescens,19.933222,-105.330444,extant,4/19/07,GBIF,FESI-UNAM,FESI-UNAM,FESI-UNAM,FESI,1508,1,NA,
Paullinia,Paullinia fuscescens,19.933222,-105.330444,extant,4/19/07,GBIF,FESI-UNAM,FESI-UNAM,FESI-UNAM,FESI,1508,1,NA,
Paullinia,Paullinia clavigera,21.54,-105.285,extant,6/20/87,GBIF,INECOL,INECOL,INECOL,IEB,1929,1,NA,
Paullinia,Paullinia clavigera,20.140556,-105.281667,extant,7/6/93,GBIF,INECOL,INECOL,INECOL,XAL,1929,1,NA,
Paullinia,Paullinia fuscescens,21.530278,-105.261944,extant,4/11/79,GBIF,ENCB-IPN,ENCB-IPN,ENCB-IPN,ENCB,2187,1,NA,
Paullinia,Paullinia sessiliflora,21.530278,-105.261944,extant,4/11/79,GBIF,ENCB-IPN,ENCB-IPN,ENCB-IPN,ENCB,2187,1,NA,
Paullinia,Paullinia fuscescens,20.806667,-105.248333,extant,3/21/89,GBIF,INECOL,INECOL,INECOL,IEB,1929,1,NA,
Paullinia,Paullinia clavigera,20.806389,-105.248056,extant,7/25/90,GBIF,INECOL,INECOL,INECOL,XAL,1929,1,NA,
Paullinia,Paullinia sessiliflora,20.596667,-105.238333,extant,3/28/59,GBIF,CNS-UT,CNS-UT,CNS-UT,TEX,3043,1,NA,
Paullinia,Paullinia fuscescens,20.596667,-105.238333,extant,3/28/59,GBIF,CNS-UT,CNS-UT,CNS-UT,TEX,3043,1,NA,
Paullinia,Paullinia fuscescens,20.83333,-105.23333,extant,3/21/89,MO,"MEXU, MO","MEXU, MO","MEXU, MO",NA,280,1,NA,
Paullinia,Paullinia clavigera,21.59,-105.229167,extant,3/13/91,GBIF,ENCB-IPN,ENCB-IPN,ENCB-IPN,ENCB,2187,1,NA,
Paullinia,Paullinia fuscescens,21.58333,-105.21666,extant,3/13/91,MO,"MEXU, MO","MEXU, MO","MEXU, MO",NA,280,1,NA,
Paullinia,Paullinia clavigera,21.58333,-105.21666,extant,6/20/87,MO,"MEXU, MO","MEXU, MO","MEXU, MO",NA,280,1,NA,
Paullinia,Paullinia clavigera,21.58333,-105.21666,extant,3/13/91,MO,"MEXU, MO","MEXU, MO","MEXU, MO",NA,280,1,NA,
Paullinia,Paullinia sessiliflora,20.593428,-105.214889,extant,3/26/59,GBIF,CNS-UT,CNS-UT,CNS-UT,TEX,3043,1,NA,
Paullinia,Paullinia sessiliflora,20.588056,-105.200556,extant,4/27/63,GBIF,ENCB-IPN,ENCB-IPN,ENCB-IPN,ENCB,2187,1,NA,
Paullinia,Paullinia clavigera,20.83333,-105.2,extant,4/17/90,MO,"MEXU, MO","MEXU, MO","MEXU, MO",NA,280,1,NA,
Paullinia,Paullinia clavigera,21.606389,-105.185833,extant,6/20/87,GBIF,ENCB-IPN,ENCB-IPN,ENCB-IPN,ENCB,2187,1,NA,
Paullinia,Paullinia fuscescens,21.568889,-105.145,extant,4/11/65,GBIF,ENCB-IPN,ENCB-IPN,ENCB-IPN,ENCB,2187,1,NA,
Paullinia,Paullinia sessiliflora,21.450556,-105.140556,extant,9/6/60,GBIF,ENCB-IPN,ENCB-IPN,ENCB-IPN,ENCB,2187,1,NA,
Paullinia,Paullinia clavigera,21.437778,-105.136944,extant,5/16/94,GBIF,INECOL,INECOL,INECOL,XAL,1929,1,NA,
Paullinia,Paullinia clavigera,19.588611,-105.125833,extant,3/8/93,GBIF,INECOL,INECOL,INECOL,XAL,1929,1,NA,
Paullinia,Paullinia clavigera,20.825,-105.113889,extant,2/20/93,GBIF,INECOL,INECOL,INECOL,XAL,1929,1,NA,
Paullinia,Paullinia clavigera,20.825,-105.113889,extant,2/20/93,GBIF,INECOL,INECOL,INECOL,XAL,1929,1,NA,
Paullinia,Paullinia clavigera,19.966667,-105.097222,extant,7/9/93,GBIF,INECOL,INECOL,INECOL,XAL,1929,1,NA,
Paullinia,Paullinia sessiliflora,21.508333,-105.091667,extant,9/6/60,GBIF,ENCB-IPN,ENCB-IPN,ENCB-IPN,ENCB,2187,1,NA,
Paullinia,Paullinia fuscescens,19.88333,-105.08333,extant,1/14/79,NY,NY,NY,NY,Herbarium,104,1,NA,
Paullinia,Paullinia sessiliflora,19.56666,-105.08333,extant,1/13/79,MO,MO,MO,MO,NA,280,1,NA,
Paullinia,Paullinia cururu,19.53784287,-105.0770759,extant,9/10/98,GBIF,IBUNAM,IBUNAM,IBUNAM,MEXU,2644,1,NA,
Paullinia,Paullinia cururu,19.543,-105.072,extant,10/27/98,GBIF,ND,ND,ND,ND,3833,1,NA,
Paullinia,Paullinia cururu,19.53459305,-105.0695757,extant,9/7/98,GBIF,IBUNAM,IBUNAM,IBUNAM,MEXU,2644,1,NA,
Paullinia,Paullinia sessiliflora,19.588056,-105.066944,extant,2/3/83,GBIF,ENCB-IPN,ENCB-IPN,ENCB-IPN,ENCB,2187,1,NA,
Paullinia,Paullinia clavigera,21.432222,-105.065,extant,9/16/94,GBIF,IBUNAM,IBUNAM,IBUNAM,MEXU,2644,1,NA,
Paullinia,Paullinia clavigera,21.432222,-105.065,extant,9/16/94,GBIF,IBUNAM,IBUNAM,IBUNAM,MEXU,2644,1,NA,
Paullinia,Paullinia sessiliflora,19.513611,-105.059722,extant,3/4/82,GBIF,ENCB-IPN,ENCB-IPN,ENCB-IPN,ENCB,2187,1,NA,
Paullinia,Paullinia cururu,19.5089273,-105.0585753,extant,9/18/97,GBIF,IBUNAM,IBUNAM,IBUNAM,MEXU,2644,1,NA,
Paullinia,Paullinia cururu,19.522778,-105.051111,extant,7/20/85,GBIF,INECOL,INECOL,INECOL,XAL,1929,1,NA,
Paullinia,Paullinia sessiliflora,19.5,-105.05,extant,3/31/82,MO,"MEXU, MO","MEXU, MO","MEXU, MO",NA,280,1,NA,
Paullinia,Paullinia cururu,19.5,-105.05,extant,NA,SALVIAS,Gentry Transect Dataset,James S. MIller,NA,NA,14,1,NA,
Paullinia,Paullinia sessiliflora,19.5,-105.05,extant,4/20/92,GBIF,University of British Columbia,University of British Columbia,University of British Columbia,UBC,1598,1,NA,
Paullinia,Paullinia fuscescens,19.5,-105.05,extant,4/15/82,MO,"MEXU, MO","MEXU, MO","MEXU, MO",NA,280,1,NA,
Paullinia,Paullinia sessiliflora,19.5,-105.05,extant,NA,SALVIAS,Gentry Transect Dataset,James S. MIller,NA,NA,14,1,NA,
Paullinia,Paullinia sessiliflora,19.5,-105.05,extant,4/20/92,UBC,University of British Columbia,University of British Columbia,University of British Columbia,UBC,NA,1,NA,
Paullinia,Paullinia sessiliflora,19.5,-105.05,extant,NA,SALVIAS,Gentry Transect Dataset,James S. MIller,NA,NA,14,1,NA,
Paullinia,Paullinia sessiliflora,19.5,-105.05,extant,NA,SALVIAS,Gentry Transect Dataset,James S. MIller,NA,NA,14,1,NA,
Paullinia,Paullinia cururu,19.5,-105.05,extant,NA,SALVIAS,Gentry Transect Dataset,James S. MIller,NA,NA,14,1,NA,
Paullinia,Paullinia cururu,19.5,-105.05,extant,NA,SALVIAS,Gentry Transect Dataset,James S. MIller,NA,NA,14,1,NA,
Paullinia,Paullinia sessiliflora,19.5,-105.05,extant,NA,SALVIAS,Gentry Transect Dataset,James S. MIller,NA,NA,14,1,NA,
Paullinia,Paullinia sessiliflora,19.5,-105.05,extant,NA,SALVIAS,Gentry Transect Dataset,James S. MIller,NA,NA,14,1,NA,
Paullinia,Paullinia sessiliflora,19.5,-105.05,extant,3/18/85,GBIF,CNS-UT,CNS-UT,CNS-UT,TEX,3043,1,NA,
Paullinia,Paullinia sessiliflora,19.5,-105.05,extant,3/4/82,MO,"MEXU, MO","MEXU, MO","MEXU, MO",NA,280,1,NA,
Paullinia,Paullinia sessiliflora,19.5,-105.05,extant,3/4/82,MO,"MEXU, MO","MEXU, MO","MEXU, MO",NA,280,1,NA,
Paullinia,Paullinia sessiliflora,21.524817,-105.049256,extant,6/24/51,GBIF,CNS-UT,CNS-UT,CNS-UT,LL,3043,1,NA,
Paullinia,Paullinia cururu,19.507,-105.046,extant,12/5/98,GBIF,ND,ND,ND,ND,3833,1,NA,
Paullinia,Paullinia clavigera,19.498333,-105.044167,extant,2/16/95,GBIF,INECOL,INECOL,INECOL,XAL,1929,1,NA,
Paullinia,Paullinia clavigera,19.498333,-105.044167,extant,2/17/95,GBIF,INECOL,INECOL,INECOL,XAL,1929,1,NA,
Paullinia,Paullinia fuscescens,19.499,-105.041,extant,12/5/98,GBIF,ND,ND,ND,ND,3833,1,NA,
Paullinia,Paullinia cururu,19.49615097,-105.0396858,extant,10/7/97,GBIF,IBUNAM,IBUNAM,IBUNAM,MEXU,2644,1,NA,
Paullinia,Paullinia cururu,19.50242768,-105.0394919,extant,9/20/97,GBIF,IBUNAM,IBUNAM,IBUNAM,MEXU,2644,1,NA,
Paullinia,Paullinia cururu,19.515,-105.039,extant,11/1/98,GBIF,ND,ND,ND,ND,3833,1,NA,
Paullinia,Paullinia fuscescens,19.5,-105.039,extant,12/5/98,GBIF,ND,ND,ND,ND,3833,1,NA,
Paullinia,Paullinia cururu,19.5,-105.039,extant,12/5/98,GBIF,ND,ND,ND,ND,3833,1,NA,
Paullinia,Paullinia cururu,19.50587252,-105.0385749,extant,9/22/97,GBIF,IBUNAM,IBUNAM,IBUNAM,MEXU,2644,1,NA,
Paullinia,Paullinia cururu,19.49059524,-105.0385748,extant,10/8/97,GBIF,IBUNAM,IBUNAM,IBUNAM,MEXU,2644,1,NA,
Paullinia,Paullinia cururu,19.49976181,-105.0382978,extant,9/25/97,GBIF,IBUNAM,IBUNAM,IBUNAM,MEXU,2644,1,NA,
Paullinia,Paullinia fuscescens,19.516,-105.038,extant,12/1/98,GBIF,ND,ND,ND,ND,3833,1,NA,
Paullinia,Paullinia cururu,19.505,-105.038,extant,11/1/98,GBIF,ND,ND,ND,ND,3833,1,NA,
Paullinia,Paullinia cururu,19.51448312,-105.0374639,extant,10/11/97,GBIF,IBUNAM,IBUNAM,IBUNAM,MEXU,2644,1,NA,
Paullinia,Paullinia fuscescens,19.51448312,-105.0374639,extant,4/15/82,GBIF,IBUNAM,IBUNAM,IBUNAM,MEXU,2644,1,NA,
Paullinia,Paullinia cururu,19.51,-105.037,extant,11/1/98,GBIF,ND,ND,ND,ND,3833,1,NA,
Paullinia,Paullinia sessiliflora,21.516667,-105.033333,extant,6/24/51,GBIF,IBUNAM,IBUNAM,IBUNAM,MEXU,2644,1,NA,
Paullinia,Paullinia cururu,19.45754082,-105.0319085,extant,9/12/97,GBIF,IBUNAM,IBUNAM,IBUNAM,MEXU,2644,1,NA,
Paullinia,Paullinia sessiliflora,19.548889,-105.027883,extant,3/4/82,GBIF,CNS-UT,CNS-UT,CNS-UT,TEX,3043,1,NA,
Paullinia,Paullinia cururu,19.548889,-105.027883,extant,12/20/80,GBIF,CNS-UT,CNS-UT,CNS-UT,TEX,3043,1,NA,
Paullinia,Paullinia cururu,19.52892647,-105.0277417,extant,9/9/97,GBIF,IBUNAM,IBUNAM,IBUNAM,MEXU,2644,1,NA,
Paullinia,Paullinia cururu,19.45809682,-105.0255194,extant,9/15/97,GBIF,IBUNAM,IBUNAM,IBUNAM,MEXU,2644,1,NA,
Paullinia,Paullinia cururu,19.45118015,-105.0239083,extant,9/9/98,GBIF,IBUNAM,IBUNAM,IBUNAM,MEXU,2644,1,NA,
Paullinia,Paullinia cururu,19.53142638,-105.0210746,extant,9/10/97,GBIF,IBUNAM,IBUNAM,IBUNAM,MEXU,2644,1,NA,
Paullinia,Paullinia fuscescens,19.383,-105.017,extant,12/2/98,GBIF,ND,ND,ND,ND,3833,1,NA,
Paullinia,Paullinia cururu,19.45,-105.016667,extant,9/22/92,GBIF,INECOL,INECOL,INECOL,XAL,1929,1,NA,
Paullinia,Paullinia sessiliflora,19.44948627,-105.012463,extant,9/11/97,GBIF,IBUNAM,IBUNAM,IBUNAM,MEXU,2644,1,NA,
Paullinia,Paullinia fuscescens,19.4175,-105.011944,extant,8/29/05,GBIF,FCN-UAQ,FCN-UAQ,FCN-UAQ,QMEX,1735,1,NA,
Paullinia,Paullinia fuscescens,19.38393342,-104.9960734,extant,5/12/91,GBIF,UCR,UCR,UCR,UCR,3585,1,NA,
Paullinia,Paullinia fuscescens,19.36726821,-104.9960733,extant,5/11/91,GBIF,UCR,UCR,UCR,UCR,3585,1,NA,
Paullinia,Paullinia tomentosa,19.37560085,-104.9863511,extant,NA,GBIF,IBUNAM,IBUNAM,IBUNAM,MEXU,2644,1,NA,
Paullinia,Paullinia tomentosa,19.375,-104.986111,extant,3/5/93,GBIF,INECOL,INECOL,INECOL,XAL,1929,1,NA,
Paullinia,Paullinia sessiliflora,19.44226472,-104.9835733,extant,5/11/91,GBIF,UCR,UCR,UCR,UCR,3585,1,NA,
Paullinia,Paullinia cururu,19.383333,-104.983333,extant,8/18/88,GBIF,CNS-UT,CNS-UT,CNS-UT,TEX,3043,1,NA,
Paullinia,Paullinia sessiliflora,19.441667,-104.983333,extant,5/11/91,GBIF,CNS-UT,CNS-UT,CNS-UT,TEX,3043,1,NA,
Paullinia,Paullinia cururu,19.416667,-104.983333,extant,9/2/88,GBIF,CNS-UT,CNS-UT,CNS-UT,TEX,3043,1,NA,
Paullinia,Paullinia fuscescens,19.37916,-104.98333,extant,4/14/91,MO,"MO, UCR","MO, UCR","MO, UCR",NA,280,1,NA,
Paullinia,Paullinia sessiliflora,19.44166,-104.98333,extant,5/11/91,MO,"MO, UCR","MO, UCR","MO, UCR",NA,280,1,NA,
Paullinia,Paullinia fuscescens,19.36666,-104.98333,extant,5/11/91,MO,MO,MO,MO,NA,280,1,NA,
Paullinia,Paullinia cururu,19.383611,-104.980833,extant,8/18/88,GBIF,INECOL,INECOL,INECOL,XAL,1929,1,NA,
Paullinia,Paullinia cururu,19.43004231,-104.9782962,extant,11/15/97,GBIF,IBUNAM,IBUNAM,IBUNAM,MEXU,2644,1,NA,
Paullinia,Paullinia cururu,19.597906,-104.971303,extant,10/26/86,GBIF,CNS-UT,CNS-UT,CNS-UT,TEX,3043,1,NA,
Paullinia,Paullinia cururu,19.44448666,-104.969962,extant,9/14/97,GBIF,IBUNAM,IBUNAM,IBUNAM,MEXU,2644,1,NA,
Paullinia,Paullinia cururu,19.468,-104.958,extant,10/30/98,GBIF,ND,ND,ND,ND,3833,1,NA,
Paullinia,Paullinia sessiliflora,19.41226623,-104.9569066,extant,3/16/91,GBIF,IBUNAM,IBUNAM,IBUNAM,MEXU,2644,1,NA,
Paullinia,Paullinia sessiliflora,19.41166,-104.95666,extant,3/16/91,MO,"MO, UCR","MO, UCR","MO, UCR",NA,280,1,NA,
Paullinia,Paullinia fuscescens,19.464,-104.953,extant,10/30/98,GBIF,ND,ND,ND,ND,3833,1,NA,
Paullinia,Paullinia sessiliflora,19.401944,-104.951111,extant,3/16/91,GBIF,CNS-UT,CNS-UT,CNS-UT,TEX,3043,1,NA,
Paullinia,Paullinia fuscescens,19.466,-104.947,extant,10/30/98,GBIF,ND,ND,ND,ND,3833,1,NA,
Paullinia,Paullinia cururu,19.608333,-104.925,extant,10/26/91,GBIF,INECOL,INECOL,INECOL,XAL,1929,1,NA,
Paullinia,Paullinia cururu,19.606667,-104.921667,extant,10/26/91,GBIF,INECOL,INECOL,INECOL,IEB,1929,1,NA,
Paullinia,Paullinia sessiliflora,21.7166667,-104.8833333,extant,7/12/91,MO,"MEXU, MO","MEXU, MO","MEXU, MO",NA,280,1,NA,
Paullinia,Paullinia fuscescens,19.284167,-104.874167,extant,3/7/93,GBIF,INECOL,INECOL,INECOL,XAL,1929,1,NA,
Paullinia,Paullinia clavigera,20.182222,-104.854444,extant,11/19/60,GBIF,ENCB-IPN,ENCB-IPN,ENCB-IPN,ENCB,2187,1,NA,
Paullinia,Paullinia sessiliflora,21.57,-104.76,extant,6/19/87,MO,MO,MO,MO,NA,280,1,NA,
Paullinia,Paullinia cururu,19.478333,-104.660278,extant,12/20/80,GBIF,ENCB-IPN,ENCB-IPN,ENCB-IPN,ENCB,2187,1,NA,
Paullinia,Paullinia cururu,19.563333,-104.652222,extant,8/24/88,GBIF,INECOL,INECOL,INECOL,XAL,1929,1,NA,
Paullinia,Paullinia clavigera,19.689722,-104.598889,extant,5/10/81,GBIF,ENCB-IPN,ENCB-IPN,ENCB-IPN,ENCB,2187,1,NA,
Paullinia,Paullinia tomentosa,19.386111,-104.518889,extant,1/4/86,GBIF,INECOL,INECOL,INECOL,XAL,1929,1,NA,
Paullinia,Paullinia tomentosa,19.393056,-104.498889,extant,1/4/86,GBIF,ENCB-IPN,ENCB-IPN,ENCB-IPN,ENCB,2187,1,NA,
