scrubbed_genus,scrubbed_species_binomial,latitude,longitude,extant_of_fossil,date_collected,datasource,dataset,dataowner,custodial_institution_codes,collection_code,datasource_id,is_new_world,on map coded,gbifID(OnlyRecordedForC.pechuelii)
Serjania,Serjania caracasana,-12.4828,-48.1418,extant,6/7/06,GBIF,UNICAMP,UNICAMP,UNICAMP,UEC,2136,1,NA,
Serjania,Serjania glutinosa,-12.4749,-48.1412,extant,6/6/06,GBIF,UNICAMP,UNICAMP,UNICAMP,UEC,2136,1,NA,
Serjania,Serjania laruotteana,-23.2,-48.14,extant,6/18/81,GBIF,UNICAMP,UNICAMP,UNICAMP,UEC,2136,1,NA,
Serjania,Serjania erecta,-18.011944,-48.134167,extant,12/20/04,GBIF,UFG,UFG,UFG,UFG,3801,1,NA,
Serjania,Serjania reticulata,-18.006111,-48.133611,extant,11/20/04,GBIF,UFG,UFG,UFG,UFG,3801,1,NA,
Serjania,Serjania erecta,-18.006111,-48.133611,extant,1/30/05,GBIF,UFG,UFG,UFG,UFG,3801,1,NA,
Serjania,Serjania glutinosa,-13.70861,-48.12389,extant,NA,GBIF,Cenargen,Cenargen,Cenargen,CEN,3199,1,NA,
Serjania,Serjania caracasana,-15.950555,-48.123611,extant,NA,GBIF,Cenargen,Cenargen,Cenargen,CEN,3199,1,NA,
Serjania,Serjania lethalis,-15.950555,-48.123611,extant,NA,GBIF,Cenargen,Cenargen,Cenargen,CEN,3199,1,NA,
Serjania,Serjania velutina,-15.0075,-48.121389,extant,6/13/02,GBIF,JBRJ,JBRJ,JBRJ,RB,1928,1,NA,
Serjania,Serjania velutina,-15.0075,-48.1213889,extant,6/13/02,SpeciesLink,JBRJ,JBRJ,JBRJ,JBRJ_RB,249,1,NA,
Serjania,Serjania reticulata,-24.348611,-48.118333,extant,4/2/13,GBIF,IF,IF,IF,SPSF,2774,1,NA,
Serjania,Serjania ovalifolia,-13.40472,-48.115,extant,NA,GBIF,Cenargen,Cenargen,Cenargen,CEN,3199,1,NA,
Serjania,Serjania ovalifolia,-13.43222,-48.11222,extant,NA,GBIF,Cenargen,Cenargen,Cenargen,CEN,3199,1,NA,
Serjania,Serjania ovalifolia,-16.1349,-48.104,extant,11/10/02,GBIF,UNICAMP,UNICAMP,UNICAMP,UEC,2136,1,NA,
Serjania,Serjania confertiflora,-13.61861,-48.10278,extant,NA,GBIF,Cenargen,Cenargen,Cenargen,CEN,3199,1,NA,
Serjania,Serjania ovalifolia,-16.1447,-48.0947,extant,11/4/02,GBIF,UNICAMP,UNICAMP,UNICAMP,UEC,2136,1,NA,
Serjania,Serjania caracasana,-14.1514,-48.0783,extant,12/30/69,SpeciesLink,UnB,UnB,UnB,UB,1227,1,NA,
Serjania,Serjania ovalifolia,-13.529444,-48.0675,extant,NA,GBIF,Cenargen,Cenargen,Cenargen,CEN,3199,1,NA,
Serjania,Serjania mansiana,-13.040833,-48.0675,extant,NA,GBIF,Cenargen,Cenargen,Cenargen,CEN,3199,1,NA,
Serjania,Serjania marginata,-14.06667,-48.06667,extant,NA,GBIF,Cenargen,Cenargen,Cenargen,CEN,3199,1,NA,
Serjania,Serjania confertiflora,-14.15,-48.06667,extant,NA,GBIF,Cenargen,Cenargen,Cenargen,CEN,3199,1,NA,
Serjania,Serjania ovalifolia,-13.2417,-48.0654,extant,12/12/00,GBIF,UNICAMP,UNICAMP,UNICAMP,UEC,2136,1,NA,
Serjania,Serjania ovalifolia,-13.2556,-48.0644,extant,11/27/01,GBIF,UNICAMP,UNICAMP,UNICAMP,UEC,2136,1,NA,
Serjania,Serjania lethalis,-16.0172,-48.0638,extant,9/3/64,NY,NY,NY,NY,Herbarium,104,1,NA,
Serjania,Serjania confertiflora,-13.3707,-48.061,extant,5/21/02,GBIF,UNICAMP,UNICAMP,UNICAMP,UEC,2136,1,NA,
Serjania,Serjania velutina,-14.195278,-48.058611,extant,6/25/04,GBIF,"Instituto de Botânica, IBT","Instituto de Botânica, IBT","Instituto de Botânica, IBT",SP,3012,1,NA,
Serjania,Serjania lethalis,-14.241639,-48.056558,extant,9/11/98,GBIF,USP,USP,USP,SPF,3527,1,NA,
Serjania,Serjania multiflora,-16.033333,-48.056389,extant,9/1/07,GBIF,"Universidade Regional de Blumenau, FURB","Universidade Regional de Blumenau, FURB","Universidade Regional de Blumenau, FURB",FURB,1646,1,NA,
Serjania,Serjania lethalis,-13.55667,-48.05528,extant,NA,GBIF,Cenargen,Cenargen,Cenargen,CEN,3199,1,NA,
Serjania,Serjania reticulata,-15.55,-48.05,extant,NA,GBIF,Cenargen,Cenargen,Cenargen,CEN,3199,1,NA,
Serjania,Serjania reticulata,-15.55,-48.05,extant,6/4/92,NY,NY,NY,NY,Herbarium,104,1,NA,
Serjania,Serjania erecta,-23.59028,-48.04972,extant,11/25/59,NY,NY,NY,NY,Herbarium,104,1,NA,
Serjania,Serjania multiflora,-10.770833,-48.047222,extant,7/18/00,GBIF,JBRJ,JBRJ,JBRJ,RB,1928,1,NA,
Serjania,Serjania reticulata,-15.541667,-48.039722,extant,3/22/02,SpeciesLink,UnB,UnB,UnB,UB,1227,1,NA,
Serjania,Serjania reticulata,-15.541667,-48.039722,extant,3/22/02,GBIF,UnB,UnB,UnB,UB,3120,1,NA,
Serjania,Serjania reticulata,-15.92417,-48.03333,extant,NA,GBIF,Cenargen,Cenargen,Cenargen,CEN,3199,1,NA,
Serjania,Serjania lethalis,-13.3324,-48.0319,extant,11/29/01,GBIF,UNICAMP,UNICAMP,UNICAMP,UEC,2136,1,NA,
Serjania,Serjania lethalis,-16.6375,-48.02,extant,9/25/07,GBIF,Instituto Nacional de Pesquisas da Amazônia (INPA),Instituto Nacional de Pesquisas da Amazônia (INPA),Instituto Nacional de Pesquisas da Amazônia (INPA),"Coleção Botânica, Instituto Nacional de Pesquisas da Amazônia (INPA)",2095,1,NA,
Serjania,Serjania reticulata,-15.833,-48.017,extant,6/25/92,NY,NY,NY,NY,Herbarium,104,1,NA,
Serjania,Serjania reticulata,-15.91667,-48.01667,extant,NA,GBIF,Cenargen,Cenargen,Cenargen,CEN,3199,1,NA,
Serjania,Serjania reticulata,-15.91667,-48.01667,extant,NA,GBIF,Cenargen,Cenargen,Cenargen,CEN,3199,1,NA,
Serjania,Serjania reticulata,-15.83333,-48.01667,extant,NA,GBIF,Cenargen,Cenargen,Cenargen,CEN,3199,1,NA,
Serjania,Serjania lethalis,-15.91667,-48.01667,extant,NA,GBIF,Cenargen,Cenargen,Cenargen,CEN,3199,1,NA,
Serjania,Serjania reticulata,-15.91667,-48.01667,extant,NA,GBIF,Cenargen,Cenargen,Cenargen,CEN,3199,1,NA,
Serjania,Serjania lethalis,-15.866666,-48.01667,extant,NA,GBIF,Cenargen,Cenargen,Cenargen,CEN,3199,1,NA,
Serjania,Serjania reticulata,-15.916667,-48.016667,extant,7/6/99,GBIF,UFG,UFG,UFG,UFG,3801,1,NA,
Serjania,Serjania paradoxa,-22.866667,-48.016667,extant,NA,GBIF,"Universidade Estadual Paulista, UNESP","Universidade Estadual Paulista, UNESP","Universidade Estadual Paulista, UNESP",BOTU,2238,1,NA,
Serjania,Serjania lethalis,-15.916667,-48.016667,extant,8/6/99,GBIF,UFG,UFG,UFG,UFG,3801,1,NA,
Serjania,Serjania reticulata,-15.916667,-48.016667,extant,4/30/99,GBIF,UFG,UFG,UFG,UFG,3801,1,NA,
Serjania,Serjania lethalis,-15.916667,-48.016667,extant,8/6/99,GBIF,UFPI,UFPI,UFPI,TEPB,2593,1,NA,
Serjania,Serjania hebecarpa,-15.866666,-48.016666,extant,NA,GBIF,Cenargen,Cenargen,Cenargen,CEN,3199,1,NA,
Serjania,Serjania lethalis,-16.6376,-48.0154,extant,9/25/07,SpeciesLink,UnB,UnB,UnB,UB,1227,1,NA,
Serjania,Serjania lethalis,-16.6376,-48.0154,extant,9/25/07,GBIF,UnB,UnB,UnB,UB,3120,1,NA,
Serjania,Serjania lethalis,-16.6375,-48.015278,extant,1/1/07,SpeciesLink,INPA,INPA,INPA,INPA-Herbario,619,1,NA,
Serjania,Serjania reticulata,-15.911111,-48.003056,extant,NA,GBIF,Cenargen,Cenargen,Cenargen,CEN,3199,1,NA,
Serjania,Serjania reticulata,-15.86667,-48,extant,NA,GBIF,Cenargen,Cenargen,Cenargen,CEN,3199,1,NA,
Serjania,Serjania obtusidentata,-15.8,-48,extant,9/10/65,NY,NY,NY,NY,Herbarium,104,1,NA,
Serjania,Serjania multiflora,-15.8,-48,extant,7/14/66,NY,NY,NY,NY,Herbarium,104,1,NA,
Serjania,Serjania reticulata,-22,-48,extant,6/21/61,NY,NY,NY,NY,Herbarium,104,1,NA,
Serjania,Serjania reticulata,-15.866667,-48,extant,6/13/00,GBIF,UFG,UFG,UFG,UFG,3801,1,NA,
Serjania,Serjania erecta,-17,-48,extant,3/8/66,SpeciesLink,US,US,US,NMNH-Botany_BR,941,1,NA,
Serjania,Serjania erecta,-17,-48,extant,3/8/66,SpeciesLink,JBRJ,JBRJ,JBRJ,JBRJ_RB,249,1,NA,
Serjania,Serjania crassifolia,-12,-48,extant,NA,GBIF,F,F,F,Botany,3567,1,NA,
Serjania,Serjania erecta,-17,-48,extant,3/8/66,GBIF,US,US,US,Botany,3271,1,NA,
Serjania,Serjania reticulata,-15.86667,-48,extant,NA,GBIF,Cenargen,Cenargen,Cenargen,CEN,3199,1,NA,
Serjania,Serjania erecta,-17,-48,extant,3/8/66,GBIF,JBRJ,JBRJ,JBRJ,RB,1928,1,NA,
Serjania,Serjania platycarpa,-15.58333,-48,extant,1/1/92,MO,MO,MO,MO,NA,280,1,NA,
Serjania,Serjania erecta,-15.86667,-48,extant,NA,GBIF,Cenargen,Cenargen,Cenargen,CEN,3199,1,NA,
Serjania,Serjania lethalis,-15.86667,-48,extant,NA,GBIF,Cenargen,Cenargen,Cenargen,CEN,3199,1,NA,
Serjania,Serjania erecta,-19.772833,-47.977917,extant,1/3/09,GBIF,Instituto Plantarum de Estudos da Flora Ltda (HPL),Instituto Plantarum de Estudos da Flora Ltda (HPL),Instituto Plantarum de Estudos da Flora Ltda (HPL),HPL,1625,1,NA,
Serjania,Serjania reticulata,-15.744444,-47.977222,extant,6/27/08,GBIF,UNITINS,UNITINS,UNITINS,HUTO,2430,1,NA,
Serjania,Serjania reticulata,-15.744444,-47.977222,extant,NA,GBIF,Cenargen,Cenargen,Cenargen,CEN,3199,1,NA,
Serjania,Serjania reticulata,-15.6825,-47.975278,extant,4/29/09,GBIF,UEFS,UEFS,UEFS,HUEFS,2756,1,NA,
Serjania,Serjania reticulata,-21.966667,-47.97,extant,6/21/61,GBIF,Instituto Nacional de Pesquisas da Amazônia (INPA),Instituto Nacional de Pesquisas da Amazônia (INPA),Instituto Nacional de Pesquisas da Amazônia (INPA),"Coleção Botânica, Instituto Nacional de Pesquisas da Amazônia (INPA)",2095,1,NA,
Serjania,Serjania reticulata,-21.9667,-47.9667,extant,6/21/61,GBIF,US,US,US,Botany,3271,1,NA,
Serjania,Serjania acoma,-23.5833,-47.9667,extant,2/4/65,GBIF,US,US,US,Botany,3271,1,NA,
Serjania,Serjania obtusidentata,-15.8,-47.96667,extant,NA,GBIF,Cenargen,Cenargen,Cenargen,CEN,3199,1,NA,
Serjania,Serjania erecta,-15.8,-47.96667,extant,NA,GBIF,Cenargen,Cenargen,Cenargen,CEN,3199,1,NA,
Serjania,Serjania erecta,-15.8,-47.96667,extant,NA,GBIF,Cenargen,Cenargen,Cenargen,CEN,3199,1,NA,
Serjania,Serjania reticulata,-21.966667,-47.966667,extant,6/21/61,SpeciesLink,UnB,UnB,UnB,UB,1227,1,NA,
Serjania,Serjania reticulata,-21.966667,-47.966667,extant,6/21/61,GBIF,"Instituto de Botânica, IBT","Instituto de Botânica, IBT","Instituto de Botânica, IBT",SP,3012,1,NA,
Serjania,Serjania acoma,-23.583333,-47.966667,extant,2/4/65,GBIF,"Instituto de Botânica, IBT","Instituto de Botânica, IBT","Instituto de Botânica, IBT",SP,3012,1,NA,
Serjania,Serjania reticulata,-21.966667,-47.966667,extant,6/21/61,GBIF,UnB,UnB,UnB,UB,3120,1,NA,
Serjania,Serjania acoma,-23.5833333,-47.9666667,extant,2/4/65,SpeciesLink,US,US,US,NMNH-Botany_BR,941,1,NA,
Serjania,Serjania reticulata,-21.96666,-47.96666,extant,6/21/61,MO,MO,MO,MO,NA,280,1,NA,
Serjania,Serjania acoma,-23.58333,-47.96666,extant,2/4/65,MO,MO,MO,MO,NA,280,1,NA,
Serjania,Serjania lethalis,-16.2525,-47.9503,extant,8/9/90,GBIF,UnB,UnB,UnB,UB,3120,1,NA,
Serjania,Serjania lethalis,-16.2525,-47.9503,extant,8/9/90,SpeciesLink,UnB,UnB,UnB,UB,1227,1,NA,
Serjania,Serjania obtusidentata,-16.25278,-47.95028,extant,9/5/78,NY,NY,NY,NY,Herbarium,104,1,NA,
Serjania,Serjania obtusidentata,-16.25278,-47.95028,extant,9/5/78,NY,NY,NY,NY,Herbarium,104,1,NA,
Serjania,Serjania reticulata,-15.6,-47.95,extant,5/26/07,GBIF,UnB,UnB,UnB,UB,3120,1,NA,
Serjania,Serjania meridionalis,-21.166667,-47.95,extant,4/30/10,GBIF,JBRJ,JBRJ,JBRJ,RB,1928,1,NA,
Serjania,Serjania reticulata,-15.6,-47.95,extant,5/26/07,SpeciesLink,UnB,UnB,UnB,UB,1227,1,NA,
Serjania,Serjania erecta,-19.216667,-47.95,extant,NA,GBIF,ULM,ULM,ULM,Herbarium University Ulm,3232,1,NA,
Serjania,Serjania reticulata,-16.7828,-47.9477,extant,9/26/07,GBIF,UnB,UnB,UnB,UB,3120,1,NA,
Serjania,Serjania reticulata,-16.7828,-47.9477,extant,9/26/07,SpeciesLink,UnB,UnB,UnB,UB,1227,1,NA,
Serjania,Serjania obtusidentata,-15.725,-47.94,extant,9/21/07,GBIF,UnB,UnB,UnB,UB,3120,1,NA,
Serjania,Serjania reticulata,-15.725,-47.94,extant,9/21/07,GBIF,UnB,UnB,UnB,UB,3120,1,NA,
Serjania,Serjania reticulata,-15.725,-47.94,extant,9/21/07,SpeciesLink,UnB,UnB,UnB,UB,1227,1,NA,
Serjania,Serjania obtusidentata,-15.725,-47.94,extant,9/21/07,SpeciesLink,UnB,UnB,UnB,UB,1227,1,NA,
Serjania,Serjania reticulata,-15.705555,-47.939444,extant,NA,GBIF,Cenargen,Cenargen,Cenargen,CEN,3199,1,NA,
Serjania,Serjania erecta,-15.630555,-47.935833,extant,NA,GBIF,Cenargen,Cenargen,Cenargen,CEN,3199,1,NA,
Serjania,Serjania erecta,-15.630556,-47.935833,extant,1/9/07,GBIF,UnB,UnB,UnB,UB,3120,1,NA,
Serjania,Serjania erecta,-15.883333,-47.933333,extant,11/6/90,GBIF,UnB,UnB,UnB,UB,3120,1,NA,
Serjania,Serjania erecta,-15.883333,-47.933333,extant,1/1/90,SpeciesLink,INPA,INPA,INPA,INPA-Herbario,619,1,NA,
Serjania,Serjania erecta,-15.883333,-47.933333,extant,11/6/90,SpeciesLink,UnB,UnB,UnB,UB,1227,1,NA,
Serjania,Serjania lethalis,-22.283333,-47.933333,extant,7/11/61,GBIF,"Instituto de Botânica, IBT","Instituto de Botânica, IBT","Instituto de Botânica, IBT",SP,3012,1,NA,
Serjania,Serjania caracasana,-22.283333,-47.933333,extant,7/11/61,GBIF,UnB,UnB,UnB,UB,3120,1,NA,
Serjania,Serjania caracasana,-22.283333,-47.933333,extant,7/11/61,SpeciesLink,UnB,UnB,UnB,UB,1227,1,NA,
Serjania,Serjania lethalis,-22.28333,-47.93333,extant,7/11/61,MO,MO,MO,MO,NA,280,1,NA,
Serjania,Serjania lethalis,-22.2833,-47.9333,extant,7/11/61,GBIF,US,US,US,Botany,3271,1,NA,
Serjania,Serjania lethalis,-22.2833,-47.9333,extant,7/11/61,GBIF,US,US,US,Botany,3271,1,NA,
Serjania,Serjania erecta,-15.883333,-47.93,extant,11/6/90,GBIF,Instituto Nacional de Pesquisas da Amazônia (INPA),Instituto Nacional de Pesquisas da Amazônia (INPA),Instituto Nacional de Pesquisas da Amazônia (INPA),"Coleção Botânica, Instituto Nacional de Pesquisas da Amazônia (INPA)",2095,1,NA,
Serjania,Serjania erecta,-15.779861,-47.929444,extant,11/20/86,SpeciesLink,UFES,UFES,UFES,VIES,1307,1,NA,
Serjania,Serjania reticulata,-15.77972,-47.92944,extant,8/20/64,NY,NY,NY,NY,Herbarium,104,1,NA,
Serjania,Serjania subimpunctata,-15.77972,-47.92944,extant,4/26/61,NY,NY,NY,NY,Herbarium,104,1,NA,
Serjania,Serjania erecta,-15.77972,-47.92944,extant,1/20/78,NY,NY,NY,NY,Herbarium,104,1,NA,
Serjania,Serjania reticulata,-15.77972,-47.92944,extant,5/3/68,NY,NY,NY,NY,Herbarium,104,1,NA,
Serjania,Serjania erecta,-15.77972,-47.92944,extant,12/5/76,NY,NY,NY,NY,Herbarium,104,1,NA,
Serjania,Serjania hebecarpa,-15.77972,-47.92944,extant,5/8/78,NY,NY,NY,NY,Herbarium,104,1,NA,
Serjania,Serjania glutinosa,-15.77972,-47.92944,extant,5/26/61,NY,NY,NY,NY,Herbarium,104,1,NA,
Serjania,Serjania elegans,-15.77972,-47.92944,extant,6/12/79,NY,NY,NY,NY,Herbarium,104,1,NA,
Serjania,Serjania lethalis,-15.77972,-47.92944,extant,7/1/79,NY,NY,NY,NY,Herbarium,104,1,NA,
Serjania,Serjania lethalis,-15.77972,-47.92944,extant,8/19/64,NY,NY,NY,NY,Herbarium,104,1,NA,
Serjania,Serjania paradoxa,-15.77972,-47.92944,extant,6/24/65,NY,NY,NY,NY,Herbarium,104,1,NA,
Serjania,Serjania multiflora,-15.77972,-47.92944,extant,7/14/66,NY,NY,NY,NY,Herbarium,104,1,NA,
Serjania,Serjania ovalifolia,-15.77972,-47.92944,extant,10/31/79,NY,NY,NY,NY,Herbarium,104,1,NA,
Serjania,Serjania multiflora,-15.77972,-47.92944,extant,5/2/79,NY,NY,NY,NY,Herbarium,104,1,NA,
Serjania,Serjania lethalis,-15.77972,-47.92944,extant,10/17/77,NY,NY,NY,NY,Herbarium,104,1,NA,
Serjania,Serjania obtusidentata,-15.77972,-47.92944,extant,9/2/61,NY,NY,NY,NY,Herbarium,104,1,NA,
Serjania,Serjania multiflora,-15.77972,-47.92944,extant,7/28/61,NY,NY,NY,NY,Herbarium,104,1,NA,
Serjania,Serjania erecta,-15.77972,-47.92944,extant,3/18/76,NY,NY,NY,NY,Herbarium,104,1,NA,
Serjania,Serjania obtusidentata,-15.77972,-47.92944,extant,8/16/63,NY,NY,NY,NY,Herbarium,104,1,NA,
Serjania,Serjania erecta,-15.77972,-47.92944,extant,3/2/65,NY,NY,NY,NY,Herbarium,104,1,NA,
Serjania,Serjania paradoxa,-15.77972,-47.92944,extant,7/2/79,NY,NY,NY,NY,Herbarium,104,1,NA,
Serjania,Serjania ovalifolia,-15.77972,-47.92944,extant,12/13/79,NY,NY,NY,NY,Herbarium,104,1,NA,
Serjania,Serjania caracasana,-15.77972,-47.92944,extant,7/28/61,NY,NY,NY,NY,Herbarium,104,1,NA,
Serjania,Serjania reticulata,-15.77972,-47.92944,extant,7/2/90,NY,NY,NY,NY,Herbarium,104,1,NA,
Serjania,Serjania marginata,-15.77972,-47.92944,extant,5/8/78,NY,NY,NY,NY,Herbarium,104,1,NA,
Serjania,Serjania laruotteana,-15.77972,-47.92944,extant,6/5/79,NY,NY,NY,NY,Herbarium,104,1,NA,
Serjania,Serjania erecta,-15.77972,-47.92944,extant,12/10/65,NY,NY,NY,NY,Herbarium,104,1,NA,
Serjania,Serjania obtusidentata,-15.77972,-47.92944,extant,9/21/72,NY,NY,NY,NY,Herbarium,104,1,NA,
Serjania,Serjania paradoxa,-15.77972,-47.92944,extant,7/2/79,NY,NY,NY,NY,Herbarium,104,1,NA,
Serjania,Serjania caracasana,-15.77972,-47.92944,extant,6/30/64,NY,NY,NY,NY,Herbarium,104,1,NA,
Serjania,Serjania reticulata,-15.77972,-47.92944,extant,5/9/78,NY,NY,NY,NY,Herbarium,104,1,NA,
Serjania,Serjania pinnatifolia,-15.77972,-47.92944,extant,1/7/80,NY,NY,NY,NY,Herbarium,104,1,NA,
Serjania,Serjania lethalis,-15.77972,-47.92944,extant,9/5/79,NY,NY,NY,NY,Herbarium,104,1,NA,
Serjania,Serjania reticulata,-15.77972,-47.92944,extant,7/20/84,NY,NY,NY,NY,Herbarium,104,1,NA,
Serjania,Serjania mansiana,-15.77972,-47.92944,extant,5/5/79,NY,NY,NY,NY,Herbarium,104,1,NA,
Serjania,Serjania hebecarpa,-15.77972,-47.92944,extant,4/12/63,NY,NY,NY,NY,Herbarium,104,1,NA,
Serjania,Serjania comata,-15.77972,-47.92944,extant,4/12/63,NY,NY,NY,NY,Herbarium,104,1,NA,
Serjania,Serjania lethalis,-15.77972,-47.92944,extant,9/7/62,NY,NY,NY,NY,Herbarium,104,1,NA,
Serjania,Serjania multiflora,-15.77972,-47.92944,extant,6/19/79,NY,NY,NY,NY,Herbarium,104,1,NA,
Serjania,Serjania reticulata,-15.98,-47.9208,extant,7/17/89,GBIF,US,US,US,Botany,3271,1,NA,
Serjania,Serjania erecta,-15.7833,-47.9167,extant,2/2/66,NY,NY,NY,NY,Herbarium,104,1,NA,
Serjania,Serjania obtusidentata,-15.95,-47.91667,extant,NA,GBIF,Cenargen,Cenargen,Cenargen,CEN,3199,1,NA,
Serjania,Serjania obtusidentata,-15.95,-47.91667,extant,NA,GBIF,Cenargen,Cenargen,Cenargen,CEN,3199,1,NA,
Serjania,Serjania obtusidentata,-15.95,-47.91667,extant,NA,GBIF,Cenargen,Cenargen,Cenargen,CEN,3199,1,NA,
Serjania,Serjania reticulata,-15.95,-47.916667,extant,8/1/07,GBIF,UnB,UnB,UnB,UB,3120,1,NA,
Serjania,Serjania lethalis,-14.216667,-47.916667,extant,NA,GBIF,Comissão Executiva do Plano da Lavoura Cacaueira (CEPLAC),Comissão Executiva do Plano da Lavoura Cacaueira (CEPLAC),Comissão Executiva do Plano da Lavoura Cacaueira (CEPLAC),CEPEC,2724,1,NA,
Serjania,Serjania erecta,-15.95,-47.916667,extant,9/1/76,GBIF,UnB,UnB,UnB,UB,3120,1,NA,
Serjania,Serjania lethalis,-14.216667,-47.916667,extant,8/2/00,GBIF,USP,USP,USP,SPF,3527,1,NA,
Serjania,Serjania marginata,-15.5575,-47.9166667,extant,3/15/66,NY,NY,NY,NY,Herbarium,104,1,NA,
Serjania,Serjania lethalis,-14.216666,-47.916666,extant,NA,GBIF,Cenargen,Cenargen,Cenargen,CEN,3199,1,NA,
Serjania,Serjania reticulata,-15.953056,-47.916111,extant,3/28/02,GBIF,UnB,UnB,UnB,UB,3120,1,NA,
Serjania,Serjania reticulata,-15.953056,-47.916111,extant,5/14/02,GBIF,UnB,UnB,UnB,UB,3120,1,NA,
Serjania,Serjania reticulata,-15.953056,-47.916111,extant,3/28/02,SpeciesLink,UnB,UnB,UnB,UB,1227,1,NA,
Serjania,Serjania reticulata,-15.953056,-47.916111,extant,5/14/02,SpeciesLink,UnB,UnB,UnB,UB,1227,1,NA,
Serjania,Serjania marginata,-15.69972,-47.90667,extant,NA,GBIF,Cenargen,Cenargen,Cenargen,CEN,3199,1,NA,
Serjania,Serjania erecta,-15.926389,-47.905556,extant,4/26/07,GBIF,UnB,UnB,UnB,UB,3120,1,NA,
Serjania,Serjania erecta,-15.926389,-47.905556,extant,3/24/07,GBIF,UnB,UnB,UnB,UB,3120,1,NA,
Serjania,Serjania erecta,-15.926389,-47.905556,extant,3/24/07,SpeciesLink,UnB,UnB,UnB,UB,1227,1,NA,
Serjania,Serjania erecta,-15.926389,-47.905556,extant,4/26/07,SpeciesLink,UnB,UnB,UnB,UB,1227,1,NA,
Serjania,Serjania erecta,-15.690277,-47.900277,extant,NA,GBIF,Cenargen,Cenargen,Cenargen,CEN,3199,1,NA,
Serjania,Serjania reticulata,-15.930833,-47.9,extant,6/5/08,GBIF,UnB,UnB,UnB,UB,3120,1,NA,
Serjania,Serjania reticulata,-15.8,-47.9,extant,10/29/65,NY,NY,NY,NY,Herbarium,104,1,NA,
Serjania,Serjania erecta,-15.8,-47.9,extant,10/29/65,NY,NY,NY,NY,Herbarium,104,1,NA,
Serjania,Serjania obtusidentata,-15.7,-47.9,extant,8/24/65,NY,NY,NY,NY,Herbarium,104,1,NA,
Serjania,Serjania ovalifolia,-15.9925,-47.8975,extant,11/8/89,GBIF,US,US,US,Botany,3271,1,NA,
Serjania,Serjania lethalis,-15.9683,-47.8953,extant,8/8/89,GBIF,US,US,US,Botany,3271,1,NA,
Serjania,Serjania reticulata,-15.9261111,-47.8911111,extant,5/14/98,SpeciesLink,JBRJ,JBRJ,JBRJ,JBRJ_RB,249,1,NA,
Serjania,Serjania reticulata,-15.926111,-47.891111,extant,5/14/98,GBIF,JBRJ,JBRJ,JBRJ,RB,1928,1,NA,
Serjania,Serjania lethalis,-15.960833,-47.8875,extant,9/1/98,GBIF,JBRJ,JBRJ,JBRJ,RB,1928,1,NA,
Serjania,Serjania lethalis,-15.9608333,-47.8875,extant,9/1/98,SpeciesLink,JBRJ,JBRJ,JBRJ,JBRJ_RB,249,1,NA,
Serjania,Serjania comata,-15.906944,-47.887222,extant,6/8/06,SpeciesLink,UFERSA,UFERSA,UFERSA,MOSS,640,1,NA,
Serjania,Serjania comata,-15.906944,-47.887222,extant,6/8/06,GBIF,UFERSA,UFERSA,UFERSA,MOSS,1570,1,NA,
Serjania,Serjania lethalis,-15.913,-47.885167,extant,7/24/03,GBIF,UnB,UnB,UnB,UB,3120,1,NA,
Serjania,Serjania lethalis,-15.913,-47.885167,extant,7/24/03,SpeciesLink,UnB,UnB,UnB,UB,1227,1,NA,
Serjania,Serjania reticulata,-15.866667,-47.883333,extant,1/1/82,SpeciesLink,INPA,INPA,INPA,INPA-Herbario,619,1,NA,
Serjania,Serjania reticulata,-15.915,-47.883333,extant,8/30/88,GBIF,"Instituto de Botânica, IBT","Instituto de Botânica, IBT","Instituto de Botânica, IBT",SP,3012,1,NA,
Serjania,Serjania reticulata,-15.8667,-47.8833,extant,6/8/82,GBIF,US,US,US,Botany,3271,1,NA,
Serjania,Serjania obtusidentata,-15.951667,-47.882222,extant,8/17/89,GBIF,"Instituto de Botânica, IBT","Instituto de Botânica, IBT","Instituto de Botânica, IBT",SP,3012,1,NA,
Serjania,Serjania obtusidentata,-15.9517,-47.8822,extant,8/17/89,GBIF,US,US,US,Botany,3271,1,NA,
Serjania,Serjania marginata,-15.9517,-47.8822,extant,8/14/89,GBIF,US,US,US,Botany,3271,1,NA,
Serjania,Serjania orbicularis,-18.151389,-47.880278,extant,5/1/05,GBIF,UFG,UFG,UFG,UFG,3801,1,NA,
Serjania,Serjania ovalifolia,-18.151389,-47.880278,extant,11/21/04,GBIF,UFG,UFG,UFG,UFG,3801,1,NA,
Serjania,Serjania velutina,-18.151389,-47.880278,extant,12/20/04,GBIF,UFG,UFG,UFG,UFG,3801,1,NA,
Serjania,Serjania reticulata,-15.866667,-47.88,extant,6/8/82,GBIF,Instituto Nacional de Pesquisas da Amazônia (INPA),Instituto Nacional de Pesquisas da Amazônia (INPA),Instituto Nacional de Pesquisas da Amazônia (INPA),"Coleção Botânica, Instituto Nacional de Pesquisas da Amazônia (INPA)",2095,1,NA,
Serjania,Serjania reticulata,-15.9628,-47.8789,extant,6/14/89,GBIF,US,US,US,Botany,3271,1,NA,
Serjania,Serjania reticulata,-15.962778,-47.878889,extant,6/14/89,GBIF,"Instituto de Botânica, IBT","Instituto de Botânica, IBT","Instituto de Botânica, IBT",SP,3012,1,NA,
